,name,desc_sub,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3
1090,Ka’u Classic Dark,"Crisply chocolaty, floral-toned. Nectarine, brown ","Pahala, Hawai'i","Ka’u growing region, Big Island of Hawai’i",Medium,$19.95/7 ounces,April 2022,47/61,9.0,9.0,9.0,9.0,8.0,,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath.","This exceptional coffee was selected as the No. 26 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka’u’s best-known and most celebrated farms. Produced from trees of the traditional Typica variety and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","This Ka’u Typica strikes a lovely balance between the depth of a classic dark roast and the levity of a fruit- and floral-driven, medium-roasted Typica cup.Click here for more information about coffees from Hawaii."
1091,Odin’s Viking Brew," Rich-toned, deeply sweet. Dark chocolate, date, s","Bayboro, North Carolina","Aceh Province, northern Sumatra, Indonesia",Medium-Dark,$14.50/12 ounces,April 2022,40/52,9.0,8.0,9.0,9.0,8.0,," Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity; viscous, smooth mouthfeel. The finish consolidates to dark chocolate and saltwater taffy.","Produced by smallholding farmers from the Ateng, Bor Bor, Catimor and Timor varieties of Arabica, and processed by the traditional Sumatra washed and wet-hulled method. Chaos Coffee is a specialty roaster based in Bayboro, North Carolina. Visit www.chaoscoffeeco.shop/ for more information.","A classic darker-roasted Sumatra cup — sweetly earth-toned, richly chocolaty, deep."
1092,Jlove99,"Balanced, deep, chocolaty. Lavender, red currant, ","Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Dark,NT $600/275 grams,April 2022,40/56,9.0,9.0,8.0,9.0,8.0,,"Balanced, deep, chocolaty. Lavender, red currant, gently scorched cedar, baking chocolate, Meyer lemon zest in aroma and cup. Roundly sweet-tart structure with bright, balanced acidity; crisp, velvety mouthfeel. Almond notes surface in the sweetly roast-toned finish.","Comprised entirely of the celebrated SL28 variety of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Green Stone Coffee is a woman-owned artisan roastery in Taipei, Taiwan founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit greenstone-coffee.com for more information.","A roast-rounded, complex Kenya cup with classic currant and crisp chocolate notes and an especially vibrant acidity, particularly given the darker roast. "
1093,Kenya Auction Lot,"Crisply sweet-savory. Dark chocolate, charred mesq","Berkeley, California",Kenya,Medium-Dark,$17.95/16 ounces,April 2022,38/50,9.0,8.0,9.0,9.0,7.0,,"Crisply sweet-savory. Dark chocolate, charred mesquite, gardenia, dried persimmon, dark caramel in aroma and cup. Bittersweet structure with barely perceptible acidity; gently drying, chocolaty and wood-framed finish.","This coffee was purchased from a Peet’s Coffee retail location as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. It is a conventionally washed-process coffee in the Kenya tradition. Peet’s Coffee, now a national chain, was founded by Alfred Peet in 1966, making it one of the first and most influential artisan coffee roasters in the U.S. Visit www.peets.com for more information.","A fine Kenya roasted in Peet’s classic dark style, which here encourages surprising depth while retaining the crisp coherence of the classic Kenya profile.Click here for more information about coffees from Kenya."
1094,Sumatra Dark,"Earthy, bittersweet. Fresh-cut oak, cocoa powder, ","Seattle, Washington","Sumatra, Indonesia",Dark,$12.99/12 ounces,April 2022,32/44,8.0,7.0,9.0,9.0,7.0,,"Earthy, bittersweet. Fresh-cut oak, cocoa powder, fresh leather, sweet pea, lily in aroma and cup. Bittersweet structure with barely perceptible acidity; very full, creamy mouthfeel. Wood-framed finish with hints of dark chocolate and fresh leather.",Purchased at a Safeway supermarket as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Visit www.starbucks.com for more information.,"An earth-toned Sumatra cup with subdued acidity, gently dry cocoa notes, and rich aromatic wood suggestions."
1095,Taiwan Washed Alishan Ching-Ye Farm SL34,"Richly sweet-tart, delicately fruit-toned. Wild st","Chia-Yi, Taiwan","Alishan, Chia-Yi City, Taiwan",Medium-Light,NT $400/4 ounces,April 2022,56/74,9.0,9.0,9.0,9.0,8.0,,"Richly sweet-tart, delicately fruit-toned. Wild strawberry, honey, freesia, cedar, marjoram in aroma and cup. Sweetly tart structure with juicy, gently bright acidity; full, satiny-smooth mouthfeel. The resonant finish leads with notes of honey-toned strawberry and marjoram.",Produced at Ching-Ye farm in Taiwan entirely of the admired SL34 variety of Arabica and processed by the washed method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A complex, intriguing coffee from Alishan, a region in Taiwan famous for its tea production. Honeyed berry and spicy flowers predominate."
1096,Ethiopia Guji Odo Shakiso,"Gently sweet-tart, complexly layered. Dried blackb","Harrisonburg, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,$17.99/ 12 ounces,April 2022,60/76,9.0,9.0,9.0,9.0,8.0,,"Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","A fruit-forward, natural-processed Guji cup with a hint of sweet ferment and deep nut and cocoa undertones."
1097,Ethiopia Sidamo Karamo,"Delicate, vibrantly floral, citrusy. Bergamot, wis","San Diego, California","Sidamo growing region, southern Ethiopia",Light,$26.00/12 ounces,April 2022,62/80,9.0,9.0,9.0,9.0,9.0,,"Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity; buoyant, silky mouthfeel. Flavor-saturated, very long finish. ","Produced by smallholding farmers from the Shantawene, Bombe and Keramo villages largely from trees of local landrace varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certifications include Rainforest Alliance and Utz. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A beautiful classic washed Ethiopia cup with complex citrus, delicately deep floral, and sweet herb notes.Click here for more information about coffees from Ethiopia."
1098,Gigesa Ethiopia,"Complex, multi-layered, deeply sweet. Dark chocola","Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",Medium-Light,$19.00/12 ounces,April 2022,56/74,9.0,9.0,9.0,9.0,8.0,,"Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity; syrupy mouthfeel. The resonant finish centers around notes of date and dark chocolate.",Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown there. This is a natural-processed version (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A deep-toned Ethiopia natural: cleanly fruity, richly chocolaty, juicy-sweet.Click here for more information about coffees from Ethiopia."
1099,Colombia Ibague Tolima,"Delicately fruity, sweetly herbaceous. Lemon-thyme","San Diego, California","Tolima Department, Colombia",Light,$26.00/12 ounces,April 2022,64/80,9.0,9.0,9.0,9.0,8.0,,"Delicately fruity, sweetly herbaceous. Lemon-thyme, dried apricot, hazelnut butter, fresh-cut oak, cocoa nib in aroma and cup. Gently tart with wine-toned acidity; full, syrupy mouthfeel. The finish consolidates to notes of cocoa-toned lemon-thyme.","Produced by Jairo Lopez of Villa Norena entirely of the Caturra variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.",A sweetly herbaceous Colombia natural cup that gets ballast from bright fruit notes at the top and deep cocoa underneath — subtly juicy and savory.
1100,Glory Days,"Deep, rich, chocolaty. Chocolate fudge, roasted al","San Diego, California","Veracruz, Mexico",Medium,$18.00/12 ounces,April 2022,44/60,8.0,8.0,9.0,9.0,8.0,,"Deep, rich, chocolaty. Chocolate fudge, roasted almond, Fig Newton, cedar, gardenia in aroma and cup. Sweet-toned with gentle, round acidity; plush, creamy mouthfeel. Nutty, chocolaty finish.","Produced by 20 smallholding women farmers of “Woman Power Zongolica!” from the Caturra, Catuai, Sarchimor and Marsellesa varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting and online sales of select fine coffees. Visit www.nostalgiacoffeeroasters.com for more information.","A women-farmed Mexico cup that’s deftly darker-roasted, with notes of chocolate fudge and Fig Newton."
1101,Costa Rica Anaerobic Cordillera de Fuego,"Deeply sweet-savory, spice-toned. Watermelon, sass","Bozeman, Montana","Tarrazu growing region, Costa Rica",Medium-Light,$19.95/12 ounces,April 2022,56/74,9.0,8.0,9.0,9.0,8.0,,"Deeply sweet-savory, spice-toned. Watermelon, sassafras, clove (and","Produced by Don Luis Campos of Cordillera del Fuego farm and processed by the “thermic” method, in which beans, with skins removed, are heated with some of the fruit flesh or mucilage still adhering to them. The exposure to heat starts to break down the natural sugars of the mucilage, partially caramelizing it. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A floral-toned anaerobic Costa Rica cup with warming spices — clove, cinnamon, nutmeg — throughout."
1102,Guatemala Antigua Pastores,"Sweetly nut-toned. Hazelnut butter, red apple, lem","Bozeman, Montana","Antigua growing region, Guatemala",Medium-Light,$16.95/12 ounces,April 2022,58/76,9.0,8.0,9.0,8.0,8.0,,"Sweetly nut-toned. Hazelnut butter, red apple, lemon verbena, cedar, agave syrup in aroma and cup. Sweet structure with gently brisk acidity; very full, satiny mouthfeel. The nut-toned finish is supported by suggestions of lemon verbena and cedar.","Produced at Pastores Mill and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A friendly, balanced Guatemala cup with rich, sweet nut tones and crisp, citrusy herb."
1103,Kenya Karatu,"Richly aromatic, deep-toned, vibrant. Red currant,","Kiambu County, Kenya","Kiambu County, Kenya",Medium-Light,$23.50/12 ounces,April 2022,60/76,9.0,9.0,9.0,9.0,8.0,,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia.","Produced by smallholding farmers of the Gitwe Farmer Cooperative Society, from trees of the SL-28, Batian, Ruiru 11 and K7 varieties of Arabica, and processed by the washed method. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A classic Kenya cup with notes of sweet fruit and spicy florals, along with a rich toffee throughline.Click here for more information about coffees from Kenya."
1104,Kibingo Burundi,"Sweet-savory, richly aromatic. Dried apricot, youn","Madison, Wisconsin","Kayanza Province, northern Burundi",Medium-Light,$22.00/12 ounces,April 2022,58/73,8.0,8.0,9.0,9.0,8.0,,"Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty, tangy finish.","Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica, and processed by the anaerobic washed method, with the addition of wine yeasts during the fermentation step. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A sweet-savory cup with stone fruit and chocolate in front and background notes of fresh goat cheese.
1105,Ecuador Taza Dorada Finca Cruz Loma,"Richly floral-toned, elegant, complex. Star jasmin","Minneapolis, Minnesota","San Jose de Minas, Pichincha, Ecuador",Medium-Light,$140.00/4 ounces,April 2022,60/77,9.0,9.0,9.0,10.0,9.0,,"Richly floral-toned, elegant, complex. Star jasmine, tangerine zest, violet candy, cocoa nib, apricot in aroma and cup. Very bright, juicy, delicately sweet-tart structure with high-toned acidity; lush, silky mouthfeel. The long, resonant, lingering finish carries over all the notes from the cup.","Produced at Finca Cruz Loma from the Typica Mejorado and Sidra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee won first place in the 2021 Taza Dorada competition for Ecuador green coffees. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A beautifully structured, floral-toned Ecuador cup with elegantly bright acidity and lyrically plush mouthfeel."
1106,Minanga Village Sulawesi,"Sweetly herbaceous, deeply aromatic, rich-toned. D","Madison, Wisconsin","Toraja growing region, south-central Sulawesi, Indonesia",Medium-Light,$24.00/12 ounces,May 2022,54/72,9.0,8.0,9.0,9.0,9.0,,"Sweetly herbaceous, deeply aromatic, rich-toned. Dark chocolate, tangerine, fresh-cut thyme, dried plum, magnolia in aroma and cup. Sweet-savory structure with balanced, gently vibrant acidity; very smooth, syrupy mouthfeel. Especially long, flavor-saturated finish that carries over all the aroma and flavor notes from the cup.","Toarco (TOraja ARabica COffee) is a coffee project in the famous Sulawesi coffee growing region of Toraja developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Toarco coffees are processed by variants of the orthodox wet or washed method, giving them a brighter and cleaner profile than Sulawesi coffees processed by the locally traditional wet-hulling method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A top-notch Sulawesi cup with a sweet-herb throughline, rich chocolate, crisp herb, and balanced fruit and floral notes, with a long, lingering finish."
1107,Birambo Village DR Congo,"Crisp, balanced, very sweet. Aromatic orchid, apri","Madison, Wisconsin","South Kivu Province, Democratic Republic of the Congo",Medium-Light,$19.00/12 ounces,May 2022,58/74,9.0,8.0,9.0,9.0,8.0,,"Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity; very syrupy mouthfeel. Nut- and cocoa-toned finish with undertones of apricot and lemon verbena.","Certified organic and fair trade. Produced by members of the SOPACDI Cooperative, from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica, and processed by the washed method. Located overlooking Lake Kivu, on the opposite side of the lake from Rwanda, this rapidly growing cooperative now has nearly 6,000 members and is succeeding in its goal to help heal wounds left by the latest in eastern Congo’s seemingly endless string of civil wars. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A solid DR Congo cup with notes of stone fruit, florals, cocoa nib, nuts, and sweet herbs."
1108,Kenya Kamgogo Small Lot Reserve,"Richly sweet-savory, subtly complex. Bing cherry, ","Henderson, Nevada","Nyeri County, Kenya",Medium-Light,$20.00/12 ounces,May 2022,58/67,9.0,9.0,8.0,9.0,8.0,,"Richly sweet-savory, subtly complex. Bing cherry, cocoa nib, Meyer lemon zest, fresh-cut fir, Nutella in aroma and cup. Balanced, sweetly savory structure with juicy-bright acidity; crisp, velvety mouthfeel. The finish consolidates to notes of crisp citrus and sweet Nutella notes.","Produced by smallholding farmers surrounding the Karatina Coffee Factory from trees of the Ruiru 11, SL28 and Batian varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ","A balanced, appealing Kenya cup: deep-toned, richly savory, and thoroughly chocolaty."
1109,Ethiopia Belayneh Bariso Natural,"Elegantly fruit-toned, juicy and bright. Lychee, c","Bozeman, Montana","Sidama growing region, southern Ethiopia",Medium-Light,$19.50/12 ounces,May 2022,58/76,9.0,9.0,9.0,9.0,9.0,,"Elegantly fruit-toned, juicy and bright. Lychee, cocoa nib, freesia, cedar, almond brittle in aroma and cup. Sweetly tart structure with high-toned acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.","Produced by Asnake Bekele of Belayneh Farms, from local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Imported by Catalyst Trade. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A classic natural-processed Sidama cup: balanced, fruit-focused, cocoa-toned and richly sweet."
1110,Kona SL34 Champagne Natural Uluwehi Farm,"Tropical fruit-toned, juicy and bright. Lychee, ma","Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,$30.00/4 ounces,May 2022,57/74,9.0,9.0,9.0,9.0,8.0,,"Tropical fruit-toned, juicy and bright. Lychee, mango, almond butter, osmanthus, oak in aroma and cup. Sweet in structure with winey acidity; crisp, syrupy mouthfeel. Fruit-driven finish supported by notes of almond and oak.","Produced at Uluwehi Coffee Farm, entirely of the Bourbon-related SL34 variety of Arabica, and processed by a proprietary method, called “champagne natural,” in which fermentation using a wine yeast strain is applied to the whole fruit before it is dried. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A complex, multi-layered Kona SL34 cup processed by an experimental method designed to intensify aromas and flavors — juicy, bright, harmonious, richly sweet."
1111,Colombia Finca El Paraiso Castillo Red Plum,"Richly floral, resonantly fruit-toned. Apricot blo","Minneapolis, Minnesota","Cauca Department, Colombia",Light,$16.00/4 ounces,May 2022,62/80,9.0,9.0,9.0,9.0,9.0,,"Richly floral, resonantly fruit-toned. Apricot blossom, Bing cherry, amber, cocoa nib, black sage in aroma and cup. Sweetly tart structure with gently bright, floral-driven acidity; buoyant, silky mouthfeel. The finish centers around notes of Bing cherry, apricot blossom and amber.","Produced by Diego Bermudez entirely of the Castillo variety of Arabica, and processed by the double-anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information","A uniquely composed, double-anaerobic washed Colombia cup that’s flavor-saturated and harmoniously sweet-tart-savory — unusual and inviting."
1112,Ethiopia Guji Uraga Tebe Burku Natural,"Deeply sweet, fruit-toned, lively. Black cherry, d","Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,NT $350/227 grams,April 2022,58/74,9.0,9.0,9.0,9.0,8.0,,"Deeply sweet, fruit-toned, lively. Black cherry, dark chocolate, marshmallow, macadamia nut, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity; full, creamy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of macadamia nut and dark chocolate.","Produced in the Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","An integrated, cleanly natural-processed Ethiopia cup, fruit-driven, with an especially rich, creamy mouthfeel."
1113,Ethiopia Yirgacheffe Konga Natural,"Deeply sweet-savory. Blackberry, hop flowers, sand","Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,NT $350/227 grams,April 2022,61/76,9.0,8.0,9.0,9.0,8.0,,"Deeply sweet-savory. Blackberry, hop flowers, sandalwood, cocoa nib, a hint of lemon verbena in aroma and cup. Sweet-savory structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood and blackberry notes characterize the resonant finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional landrace varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A rich-toned natural Yirgacheffe cup with an invitingly savory-leaning structure and especially viscous mouthfeel.
1114,Costa Rica Brunca Rivense Las Moras Black Honey,"Juicy sweet, gently fermenty. Raspberry, thyme, da","Taipei City, Taiwan","Brunca growing region, Costa Rica",Medium-Light,NT $400/ 227 grams,April 2022,62/76,9.0,9.0,9.0,9.0,8.0,,"Juicy sweet, gently fermenty. Raspberry, thyme, dark chocolate, wine barrel in aroma and cup. Rich, sweet structure with buoyant acidity; satiny, viscous mouthfeel. Deeply chocolaty and fruit-toned finish.","Produced by the Urena Rojas Family entirely of the Red Catuai variety of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the fruit flesh or mucilage is allowed to dry on the beans. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.",A resonant black honey-processed Costa Rica cup with intense berry and dark chocolate notes and an intriguing hint of oaky wine.
1115,Ethiopia Yirgacheffe Hama Washed,"Complex, multi-layered, deeply sweet-tart. Lilac, ","Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,NT $350/227 grams,April 2022,62/76,9.0,9.0,9.0,9.0,8.0,,"Complex, multi-layered, deeply sweet-tart. Lilac, cocoa nib, peach, amber, pistachio in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of lilac and peach, balanced by suggestions of crisp cocoa.","Southern Ethiopia coffees like this one are largely produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A delicately high-toned, crisply sweet-tart washed Yirgacheffe cup with a floral throughline."
1116,Guatemala Antigua Bella Carmona,"Floral-driven, crisply cocoa-toned. Baking chocola","Taipei City, Taiwan","Antigua growing region, Guatemala",Medium-Light,NT $350/227 grams,April 2022,58/74,9.0,8.0,9.0,9.0,8.0,,"Floral-driven, crisply cocoa-toned. Baking chocolate, magnolia, golden raisin, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. Baking chocolate and magnolia carry the finish, with undertones of fresh-cut cedar.","Produced by Luis Pedro Zelaya Zamora from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST). For more information, visit https://shop.cozyhousecoffee.com.","A balanced, resonant Guatemala cup animated by inviting floral, chocolate, and dried fruit notes."
1117,Guatemala ASPROCDEGUA Women Producers,"Crisply chocolaty, nut-toned. Baking chocolate, pi","Tucson, Arizona","Huehuetenango, Guatemala",Medium-Light,$18.00/12 ounces,May 2022,58/77,9.0,8.0,9.0,9.0,8.0,,"Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; smooth, satiny mouthfeel. Quiet, nut-driven finish with hints of baking chocolate.","Produced by 664 smallholding women farmers of the ASPROCDEGUA Producer's Association, from trees of the Bourbon, Caturra, Catuai and Pache varieties of Arabica, and processed by the washed method. Founded in 2011, Yellow Brick Coffee is a specialty roaster and cafe in Tucson, Arizona. Visit www.yellowbrickcoffee.com for more information.","A balanced, inviting women-farmed Guatemala cup."
1118,Costa Rica Naranjo Danilo Salazar Arias,"Bright, richly sweet-tart, fruit-toned. Pomegranat","Portland, Maine","Alajuela, Costa Rica",Medium-Light,$23.00/12 ounces,May 2022,60/77,9.0,9.0,9.0,9.0,8.0,,"Bright, richly sweet-tart, fruit-toned. Pomegranate, dark chocolate, lilac, almond, amber in aroma and small cup. Bright structure with juicy, vibrant acidity; plush, creamy mouthfeel. Sweetly tart finish with leading notes of pomegranate and almond. Crisply chocolaty, floral finish.","Produced by Danilo Salazar Arias of San Cristobal Farm, from the Catuai, Caturra and Villa Sarchi varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A lively, juicy-bright natural-processed Costa Rica cup with inviting fruit and floral notes throughout."
1119,Kenya Kahunyo AA,"Crisply sweet-savory. Date, magnolia, tamarind, ce","Portland, Maine","Nyeri growing region, south-central Kenya",Medium-Light,$22.00/16 ounces,May 2022,59/76,9.0,9.0,8.0,9.0,8.0,,"Crisply sweet-savory. Date, magnolia, tamarind, cedar, brown sugar in aroma and cup. Richly bittersweet structure with lively acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by suggestions of rich cedar.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com."," A savory, richly Kenya cup with appealing floral notes and a bright sweetness supported by deep aromatic wood impulses."
1120,Honduras COMSA Oscar Omar Alonzo,A balanced honey-processed cup that leads with sto,"Portland, Maine","Marcala, Honduras",Medium-Light,$18.50/12 ounces,May 2022,58/74,9.0,8.0,9.0,9.0,8.0,,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic.","Produced by Oscar Omar Alonzo of Finca Cual Bicicleta, entirely of the Catuai variety of Arabica, and processed by the honey method in which some of the fruit flesh is left on the coffee seed during the drying process. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","Delicately sweet-tart, deeply aromatic. Baking chocolate, apricot, grapefruit zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. The nut-toned finish is lifted by rhododendron-like florals."
