,coffee_name,rating,rating_cat,est_price,aftertaste,aroma,body,flavor,agtron,blind_assessment,coffee_origin,notes,roast_level,roaster,roaster_location,url,clusters,max_match_key,Fruity,Tropical,Citrusy,Woody,Berry,Sweet,Candy,Nutty,Creamy,Herbal,Chocolaty,Floral,Texture,Character,Acidity / Spicy,Delicate,Bold,score
2840,Breakfast Blend (K-Cup),87,Good,$14.99/24 K-cups,7,8,7,8,0/56,"(As brewed in a Keurig 2.0 K500 Series single-serve brewing device at a 6-ounce serving size). Balanced, sweetly nutty. Caramel, walnut, lemongrass, green apple in aroma and cup. Mellow, gently bittersweet acidity; delicate, silky mouthfeel. Walnut and apple carry into a quiet, slightly drying finish.",Not disclosed,"Keurig/Green Mountain, formerly Green Mountain Coffee Roasters, pioneered single-serve capsule brewing in the United States with its Keurig brewing system, and offers a particularly wide-ranging variety of origins and roast styles for use in its sophisticated 2.0 brewing system. Visit www.greenmountaincoffee.com for more information.",Very Dark,Green Mountain Coffee,"Waterbury, Vermont",https://www.coffeereview.com/review/breakfast-blend-k-cup-6/,1,Delicate,0,0,1,0,0,0,1,3,0,1,0,0,3,0,2,4,0,2
2874,Colombia Miranda,93,Very Good to Outstanding,AUD $23.00/400 grams,8,9,8,9,63/91,"Elegant, deeply sweet, floral. Lush floral composite (wisteria, violet, lavender), chocolate fudge, oak, mango in aroma and cup. Lyrical, bittersweet acidity; plush, lightly silky mouthfeel. The gently drying finish simplifies to lavender and dark chocolate.","Valle del Cauca Department, southwest Colombia","Produced from the Colombia and Castillo varieties of Arabica by a collective of five farmers in the small Municipality of Miranda in the Department of Cauca, where some of Colombia’s most admired coffees are produced. This coffee tied for the second-highest rating in a test of coffees from Australian roasters conducted for Coffee Review‘s June 2016 tasting report. Ritual Coffee Tasmania was founded in Launceston, Tasmania in 2009 by Tim and Mel Jarosz, who were joined by roaster Stu Grant in 2010. They partner with skilled farmers and dedicated suppliers to find great coffees, then carefully roast them to unlock their sensory potential. For more information, visit www.ritualcoffee.com.au.",Light,Ritual Coffee Tasmania,"Invernay, Tasmania, Australia",https://www.coffeereview.com/review/colombia-miranda/,2,Floral,0,1,0,1,0,0,1,0,0,1,1,3,2,0,2,3,0,2
2875,Sumatra Meriah,92,Very Good to Outstanding,$17.95/12 ounces,8,9,8,9,51/71,"Sweetly and deeply pungent. Dried pineapple, rice candy, pipe tobacco, cocoa, and a pleasant, inherent (non-roast-associated) smoke suggestion in aroma and cup. Quiet, rounded acidity; lightly syrupy, viscous mouthfeel. The gently drying finish consolidates to faint cocoa and the smoke note, while a hint of spicy-sweet dried pineapple persists into the long. ","Aceh growing region, northwestern Sumatra, Indonesia","Produced by small-holding farmers in the Takengon highlands of Aceh Province above Lake Tawar, from the TimTim, Bourbon and Jember (S 795) varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet hulling.” This is a particularly refined example of the type. Paradise Roasters specializes in micro-lot coffees and espressos from Hawaii and other premier coffee growing regions. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Paradise Roasters,"Ramsey, Minnesota",https://www.coffeereview.com/review/sumatra-meriah/,2,Sweet,1,1,0,0,0,2,1,0,0,1,1,0,2,0,2,2,1,2
2891,Lake Street Espresso Blend,93,Very Good to Outstanding,$13.95/12 ounces,8,9,8,9,56/69,"Evaluated as espresso. Balanced, deeply and richly sweet. Blood orange zest, hazelnut butter, narcissus, sandalwood, caramel in aroma and small cup. Crisp, velvety mouthfeel. Sweetly tart in the nut-toned short finish; lightly resonant in the citrusy long. Juicy, balanced in three parts milk; floral notes deepen and nut and caramel notes round to chocolate. ",Brazil; Ethiopia; Uganda,"Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-888-3042 for more information.",Medium-Light,Big Shoulders Coffee,"Chicago, Illinois",https://www.coffeereview.com/review/lake-street-blend/,2,Citrusy,0,0,3,2,0,1,1,2,2,1,1,1,2,0,0,2,1,2
2897,Batak Nauli Sumatra,93,Very Good to Outstanding,$13.99/12 ounces,8,9,8,9,55/75,"Delicately and sweetly earth- and tobacco-toned. Mango, rich pipe tobacco, caramel, cherry blossom, earth-toned chocolate in aroma and cup. Juicy, rounded acidity; satiny-smooth mouthfeel. The resonant finish with all flavor notes intact concludes in a crisply sweet denouement of mango and pipe tobacco.","Lintong growing region, North Sumatra Province, Indonesia","Produced by the Batak Nauli community of women farmers from trees of the Typica and Sigararutang varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. This coffee tied for the second-highest rating in a cupping of Sumatra coffees for Coffee Review‘s July 2016 tasting report. Topeca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",Medium-Light,Topeca Coffee Roasters,"Tulsa, Oklahoma",https://www.coffeereview.com/review/batak-nauli-sumatra/,2,Delicate,1,1,0,1,0,0,1,0,0,1,1,1,5,1,1,4,2,2
2992,Mr. David Mburu Kenya,96,Exceptional,$15.00/250 grams,8,10,9,10,56/78,"Deeply pungent, richly sweet-savory. Pink grapefruit zest, cashew, red currant, butterscotch, fine musk in aroma and cup. Intense, crisp but juicy acidity; delicate, silky-smooth mouthfeel. The finish consolidates around floral-toned musk notes in the short while an attractive new element, coconut, emerges in the long.","Kiambu County, south-central Kenya","This exceptional coffee was selected as the No. 6 coffee on Coffee Review’s list of the Top 30 Coffees of 2016.  Produced by David Mburu Mwangi at his farm in Kenya’s Kiambu East District. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Coava is a Portland-based coffee roaster that aims to provide quality coffee and education regarding the preparation of good coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",Medium-Light,Coava Coffee Roasters,"Portland, Oregon",https://www.coffeereview.com/review/mr-david-mburu-kenya/,0,Delicate,2,1,1,0,1,0,1,2,1,1,0,1,5,0,1,4,1,2
2998,Blade Runner Blend,95,Exceptional,AUD $16.00/250 grams,9,9,9,9,56/82,"Evaluated as espresso. Lively, complex, deeply expressive. Red currant, wisteria, hazelnut butter, lemon zest, chocolate fudge in aroma and small cup. Full, syrupy-smooth mouthfeel; crisp cocoa- and citrus-toned finish. Chocolate fudge leads in three parts milk, complicated by continued floral resonance.",Kenya; Ethiopia; Brazil,"This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2016. A blend of three coffees: a Kenya Karindundu AA, Ethiopia Worka Halo, and Brazil Mantissa Natural. Campos Coffee is committed to sourcing the finest coffees, with a focus on ethical and sustainable practices. Campos has locations in New South Wales, Victoria and Queensland. For more information, visit camposcoffee.com.",Medium-Light,Campos Coffee,"Newtown, Sydney, Australia",https://www.coffeereview.com/review/blade-runner-blend/,0,Citrusy,0,0,2,0,1,2,1,2,2,1,2,1,2,1,0,1,2,2
3023,Konga Ethiopia,93,Very Good to Outstanding,$18.95/12 ounces,8,9,8,9,55/79,"Delicate, sweet-toned, gently exhilarating. Freesia-like flowers, apricot, candied orange peel, an appealing hint of brisk pine needle in aroma and cup. Sweetly tart, floral-toned acidity; velvety mouthfeel. Complex fruit notes dominate in a balanced finish.","Yirgacheffe growing region, southern Ethiopia.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful &amp; Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia",https://www.coffeereview.com/review/konga-ethiopia/,2,Floral,1,0,1,0,0,1,1,0,0,1,0,2,1,1,1,1,1,2
3061,S.O. Espresso Costa Rica Chayote,93,Very Good to Outstanding,$14.95/12 ounces,8,8,9,9,49/57,"Evaluated as espresso. Sweet, pungent but balanced. Buttery dark chocolate, candied blood orange, apricot, deep-toned narcissus-like flowers. Full, fudgy mouthfeel; chocolate and a hint of flowers carry into a richly drying finish. Blooms nicely in three parts milk, which sweetens and softens the chocolate without dampening the fine fruit and floral complication. ","Los Robles de Naranjo, West Valley growing region, Costa Rica.","Produced by the Aguilera family from trees of the Villa Sarchi variety of Arabica. Paradise Roasters specializes in micro-lot coffees and espressos from Hawaii and other premier coffee growing regions. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium,Paradise Roasters,"Ramsey, Minnesota",https://www.coffeereview.com/review/s-o-espresso-costa-rica-chayote/,0,Creamy,1,0,1,0,0,0,1,0,2,1,1,2,1,0,0,1,0,2
3070,Ethiopia Yirgacheffe Konga,92,Very Good to Outstanding,$12.99/12 ounces,8,9,8,9,60/78,"Crisp, quietly juicy. Orange, roasted cacao nib, caramel, wisteria-like flowers, a brisk hint of peppermint in aroma and cup. Gently bright, fruit-toned acidity; satiny mouthfeel. Flavor, particularly an orangy chocolate, saturates a richly drying finish. ","Konga District, Yirgacheffe growing region, southern Ethiopia.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctively floral- and fruit-toned coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed Yirgacheffe, meaning the beans were dried inside the fruit, encouraging a flavor profile that is lower-toned and more pungent than the more familiar wet-processed Yirgacheffe floral- and citrus-toned profile. Magnolia Coffee is a Charlotte, North Carolina based boutique roaster whose motto is “Artisan roasted, truly delicious, socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.",Medium-Light,Magnolia Coffee,"Charlotte, North Carolina",https://www.coffeereview.com/review/ethiopia-yirgacheffe-konga-2/,2,Delicate,0,0,1,0,0,0,1,0,0,1,2,1,3,1,1,3,1,2
3103,Jazz Apricot (Espresso),94,Very Good to Outstanding,NTD $500/16 ounces,8,9,9,9,50/62,"Evaluated as espresso. Deep, richly sweet. Chocolate fudge, mango, wisteria, vanilla in aroma and small cup. Full, syrupy mouthfeel. The finish is crisply dry; flavor consolidates as a cedar-toned chocolate. Richly chocolaty in three-parts milk with continued hints of fruit and flowers. ","Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.","This espresso is a complex four-bean blend that incorporates a wet-processed Kochere Yirgacheffe Ethiopia, a wet-processed Kenya AA, a dried-in-the-fruit or “natural” Sidamo Ethiopia, and a wet-hulled Sumatra Mandheling G1. Future Factory is a boutique nano-roaster located in Taipei Taiwan. It claims that its exceptional quality, skill and tact make it a factory of the future – a tasty one at that. Visit www.facebook.com/future.factory.coffee or email [email protected] for more information.",Medium,Future Factory,"Taipei, Taiwan",https://www.coffeereview.com/review/jazz-apricot-espresso/,0,Sweet,1,1,0,1,0,2,1,0,1,1,2,1,3,0,0,1,2,2
3107,Ethiopia Worka Natural,92,Very Good to Outstanding,$12.99/12 ounces,8,8,9,9,61/84,"Sweetly crisp, balanced. Caramel, roasted cacao nib, walnut, wisteria-like flowers, a hint of port wine in aroma and cup. Gently brisk acidity; light, crisply smooth mouthfeel. Flavor consolidates around nut, flowers and port wine suggestions in a sweet but lightly drying finish. ","Yirgacheffe growing region, south-central Ethiopia.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is rounder and lower-toned than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from one or more small-holding farmers at a “fair” or economically sustainable price. Worka is one of twenty-two primary cooperatives located in the Gedeo Zone of Southern Ethiopia organized as the Yirgacheffe Farmers Union Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Light,Red Rooster Coffee Roaster,"Floyd, Virginia",https://www.coffeereview.com/review/ethiopia-worka-natural-2/,0,Delicate,1,0,0,0,1,0,1,2,0,1,1,1,4,0,1,3,2,2
3124,Sumatra Gayo,93,Very Good to Outstanding,$15.00/10 ounces,8,9,8,9,57/83,"Sweetly and distinctively crisp, layered complexity. Caramel, peach, wisteria, cacao nib, a hint of moist, fresh-fallen leaves in aroma and cup. Deep, vibrant acidity; lightly syrupy mouthfeel. Moist leaves, cacao nib and a hint of flowers together carry into a gentle finish.","Gayo or Aceh growing region, Aceh Province, northern Sumatra, Indonesia.","Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex fruit, earth and aromatic wood notes that result largely from unorthodox fruit removal and drying practices called “wet hulling.” This coffee is a particularly refined example of the type, produced in the Takengon highlands of Aceh Province above Lake Tawar by the Koptan Gayo Megah Berseri Company from heirloom Bourbon and local Ateng varieties of Arabica. Compelling &amp; Rich is uncompromisingly dedicated to offering only small lots of selectively sourced fine single-origin coffees freshly roasted. Visit www.compellingrich.com or call 818-835-5135 for more information.",Medium-Light,Compelling & Rich,"Los Angeles, California",https://www.coffeereview.com/review/sumatra-gayo/,2,Sweet,1,0,0,0,0,2,1,0,0,1,1,1,1,1,1,1,2,2
3155,Guatemala El Diamante,93,Very Good to Outstanding,$18.00/12 ounces,8,9,9,9,58/78,"Immensely and deeply rich. Red currant, chocolate fudge, narcissus, sandalwood in aroma and cup. Full, vivacious acidity; satiny mouthfeel. Flavor consolidates but persists in a straightforward finish.","Huehuetenango growing region, Guatemala.","Produced entirely from trees of the heirloom Bourbon variety of Arabica. El Diamante is a mother-and-daughter-owned farm. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Temple Coffee and Tea,"Sacramento, California",https://www.coffeereview.com/review/guatemala-el-diamante-2/,0,Woody,1,0,0,2,1,0,1,0,0,1,1,0,0,1,1,1,0,2
3172,Milepost Colombia Finca La Arenosa,92,Very Good to Outstanding,$17.00/12 ounces,8,9,8,9,65/85,"Rich, sweetly tart. Star fruit, almond, caramel, hints of dark chocolate and narcissus-like flowers in aroma and cup. Roundly tart acidity; lightly syrupy mouthfeel. Fruit, chocolate and floral hints carry into a quietly resonant finish.","Nariño Department, southern Colombia.","Produced exclusively from trees of the respected Caturra variety of Arabica by farmer Olvey Narvaez at Finca La Arenosa. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Light,Red Rooster Coffee Roaster,"Floyd, Virginia",https://www.coffeereview.com/review/milepost-colombia-finca-la-arenosa/,2,Sweet,0,0,0,0,0,3,1,1,0,1,1,2,0,0,1,1,0,2
3191,El Salvador Finca Loma La Gloria,94,Very Good to Outstanding,$18.99/12 ounces,9,9,9,9,78/99,"A fine coffee that is fine in unusual ways. A sweet, fragrant wood note dominates; we associated it most closely with sassafras. In and around it: vanilla, rose-like flowers, musk, a richly tart citrus (candied tangerine?). Tartly juicy acidity; full, syrupy mouthfeel. Vanilla, musk and rose in particular carry into a finish that, as it lengthens, continues to modulate and surprise. ","El Boqueron, Volcan de San Salvador, El Salvador.","This lot is comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. It was processed by the red honey method, meaning the beans were dried after removal of the fruit skins, but with more than 50% of the fruit flesh still adhering to the beans. From producer Anny Pimentel; the retail release of this La Loma Gloria coffee by Bird Rock Coffee Roasters marks her first direct-trade relationship with a roasting company. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Light,Bird Rock Coffee Roasters,"La Jolla, California",https://www.coffeereview.com/review/el-salvador-finca-loma-la-gloria/,0,Sweet,0,0,2,1,0,3,1,0,0,1,0,2,1,0,1,1,0,2
3196,Burundi Kayanza Province Mpanga Washing Station,94,Very Good to Outstanding,$21.00/12 ounces,8,9,9,9,54/74,"Richly sweet; layered complexity. Pomogranate, narcissus, round, caramelly chocolate, a pungent hint of pine in aroma and cup. Balanced, lyrically lively acidity; plump, satiny mouthfeel. Chocolate and a hint of pine in a lightly drying finish.","Kayanza Province, northern Burundi.","This exceptional coffee was selected as the No. 20 coffee on Coffee Review’s list of the Top 30 Coffees of 2015.  Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of local strains of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. Victrola is a small-batch, hands-on roaster with a passionate commitment to quality and distinctiveness. Visit www.victrolacoffee.com or call 206-624-1725 for more information.",Medium-Light,Victrola Coffee Roasters,"Seattle, Washington",https://www.coffeereview.com/review/burundi-kayanza-province-mpanga-washing-station/,0,Delicate,2,0,0,0,0,0,1,0,0,1,1,0,1,2,1,3,1,2
3198,Kenya Gachatha AA,96,Exceptional,$24.95/12 ounces,8,10,9,10,54/76,"Extraordinary authority and complexity. Honey, complexly-expressed flowers – lavender, lilac – candied grapefruit, underlying suggestions of sweet herb. Sweetly and richly bright acidity; buoyantly syrupy mouthfeel. Finishes with immense sweetness enveloping a crisp, drying edge.","Nyeri growing region, south-central Kenya.","This exceptional coffee was selected as the No. 4 coffee on Coffee Review’s list of the Top 30 Coffees of 2015. Produced from trees of the admired Bourbon-derived SL 28 and SL 34 varieties of Arabica. AA is the highest grade of Kenya coffee based on bean size and freedom from physical defects. Despite grower discontent, confusing government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information.",Medium-Light,Klatch Coffee,"Los Angeles, California",https://www.coffeereview.com/review/kenya-gachatha-aa/,0,Sweet,1,0,1,0,0,3,1,0,0,1,0,3,2,1,1,1,2,2
3319,Organic Colombia Fondo Paez,93,Very Good to Outstanding,$15.75/12 ounces,8,9,8,9,57/74,"Big, vibrant, deep. Tangerine zest, peach, walnut, freesia-like flowers rounded by a caramelly dark chocolate in aroma and cup. Lyrically bright, exhilarating acidity; lightly syrupy, buoyant mouthfeel. Flavor consolidates around peach and walnut in a resonant, straightforward finish.","Valle del Cauca growing region, Colombia","Fondo Paez is a cooperative of 550 farmers from the indigenous Paez people of central Colombia. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.",Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin",https://www.coffeereview.com/review/organic-colombia-fondo-paez-2/,2,Fruity,2,0,1,0,0,2,1,2,0,1,1,1,0,0,1,1,0,2
3322,Cask-Conditioned Costa Rican,93,Very Good to Outstanding,CAD $19.95/10 ounces,9,9,8,9,34/52,"Deep, musky, complex, subtly spirits-toned. Oak, fruit-toned spirits, suggestions of butterscotch, banana bread and crisp roasted cacao nib in aroma and cup. Round, resonant acidity; plush, velvety mouthfeel. Flavor saturates a long, persistent finish.","Tarrazu growing region, Costa Rica","One in a series of “cask-conditioned” coffees from Fresh Cup Roastery Cafe that it calls “infusions.” This version is a wet-processed green Costa Rica coffee branded Romelia from the Palmichal rainforest near the classic Tarrazu region. These green coffee beans were stored in oak casks that once held mead wine (made from marionberries, loganberries and gooseberries), infusing the beans with the flavors of the casks before roasting. Fresh Cup is a sustainability-focused micro-roaster that roasts using a proprietary electrically heated closed-loop air roaster. Visit www.freshcup.ca or call 250-652-5678 for more information. To learn more about Fresh Cup’s roasting technology, visit www.roastaire.com.",Medium-Dark,Fresh Cup Roastery Cafe,"Victoria, British Columbia, Canada",https://www.coffeereview.com/review/cask-conditioned-costa-rican/,2,Bold,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,2,2
3336,Nekisse Red N2 Level 39,96,Exceptional,RMB $235/125 grams,9,9,9,10,63/74,"Invitingly complex, vividly expressive. Starfruit, musk, butterscotch, dark chocolate in aroma and cup. Lyric, gracefully coherent acidity; ultra-silky mouthfeel. A full complement of flavor notes carry deep into a long, resonant finish. ","Sidamo (also Sidama) growing region, southern Ethiopia","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2015.  Nekisse is a proprietary type or brand of Ethiopia coffee developed by Ninety Plus, a distinguished boutique developer and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this Ethiopian coffee is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. AHRIRE is a micro-roaster spun off from the ManLao River project, a non-profit project for alleviating poverty and protecting the environment in the Pu’er region of Yunnan Province. AH-RI-RE or “Tiger” in the Li language is the name of the head roaster, an ethnic minority member who aims in his roasting to “showcase the robust, multi-faceted flavors in nature.”",Medium-Light,AHRIRE Roasting,"Pu'Er Yunnan Province, China",https://www.coffeereview.com/review/nekisse-red-n2-level-39/,0,Candy,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,2
3343,El Aguila SL-28 El Salvador,94,Very Good to Outstanding,$18.75/12 ounces,9,9,9,9,58/77,"Rich, cedar-rounded and sweetly nutty. Candied blood orange, cocoa powder, wisteria and baked apple in aroma and cup. Plump, juicy acidity; smooth, creamy mouthfeel. Crisp, spicy, cocoa-toned short finish; floral notes persist far into the long.","Santa Ana growing region, El Salvador","Produced at Finca El Aguila in El Salvador from trees of the SL-28 variety of Arabica, the variety that produces the finest coffees of Kenya. The farm is owned by Mauricio Ariz and his sons, who are fourth- and fifth-generation growers. JBC Coffee Roasters was founded in 1994 as Johnson Brothers Coffee Roasters and is a family-owned specialty coffee roastery located in Madison, Wisconsin. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",https://www.coffeereview.com/review/el-aguila-sl-28-el-salvador/,0,Fruity,2,0,1,1,0,0,1,2,1,1,1,1,3,0,2,2,1,2
3344,Holiday Blend,93,Very Good to Outstanding,$17.00/16 ounces,8,9,9,9,56/74,"Delicately sweet and spice-toned. Mulling spices, almond, narcissus-like flowers and caramel in aroma and cup. Sweet, gentle acidity; satiny mouthfeel. Long, richly drying, spice-toned finish.","West Java, Indonesia; Papua New Guinea","This blend is composed of a wet-processed or “washed” coffee from small-holding farmers in West Java, Indonesia, and a wet-processed coffee from Papua New Guinea. Located in Everett, Washington, north of Seattle, Velton’s Coffee is a quality-focused small-batch wholesale roaster. Visit www.veltonscoffee.com or call 206-250-6130 for more information.",Medium-Light,Velton's Coffee,"Everett, Washington",https://www.coffeereview.com/review/holiday-blend-18/,0,Delicate,0,0,0,0,0,0,1,1,0,1,0,1,2,1,2,3,0,2
3374,Sumatra Aceh Takengon,93,Very Good to Outstanding,$13.00/8 ounces,8,9,8,9,61/84,"Crisply and sweetly pungent. Papaya, mango, orange zest, candied walnut, a hint of moist leaf tobacco in aroma and cup. Round, juicy acidity; plush mouthfeel. Flavor consolidates but persists in a resonant finish.","Northern Sumatra, Indonesia","Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex fruit, earth and aromatic wood notes that result largely from unorthodox fruit removal and drying practices called “wet hulling.” This coffee is a particularly refined example of the type. Compelling &amp; Rich Coffee is uncompromisingly dedicated to offering only small lots of selectively sourced fine single-origin coffees freshly roasted.  Visit www.compellingrich.com or call 818-835-5135 for more information.",Light,Compelling & Rich Coffee,"Beverly Hills, California",https://www.coffeereview.com/review/sumatra-aceh-takengon/,2,Nutty,1,1,1,0,0,0,1,2,0,1,0,0,3,0,1,1,2,2
3537,Guatemala ASDECAFE,92,Very Good to Outstanding,$13.50/12 ounces,8,8,9,9,55/75,"Quiet but vibrant. Caramel, roasted cacao nib, fresh-cut oak, orangy citrus, musk in aroma and cup. Gentle but crisply lively acidity; full, syrupy mouthfeel. Round, quietly flavor-saturated finish.",Western Guatemala,"ASDECAFE is the Spanish acronym for the Sustainable Coffee Association of Guatemala, an organization with a membership including several cooperatives and other organizations in western Guatemala. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful &amp; Fair.”  Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia",https://www.coffeereview.com/review/guatemala-asdecafe/,0,Bold,0,0,1,1,0,2,1,0,0,1,1,0,2,1,1,0,3,2
3540,Washed Yirgacheffe,94,Very Good to Outstanding,$18.99/12 ounces,9,9,8,9,54/76,"Delicately intense; layered complexity. Candied lemon, peach, kiwi, roasted cacao nib, a hint of spice (cardamom, saffron) in aroma and cup. Soft but crisply lively acidity; very silky mouthfeel. Sweet, deeply flavor-saturated finish.","Kochere, Yirgacheffe growing region, south-central Ethiopia.","This is Lot #21 of this year’s production from the Alemu Washing station in Kochere. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity, often with a particular emphasis on floral and citrus notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California",https://www.coffeereview.com/review/washed-yirgacheffe-2/,2,Bold,1,0,1,0,0,0,1,0,0,1,1,0,4,2,2,2,4,2
