,review
1017,deeply sweet intense perfumy guava ripe banana chocolate fudge oak lily in aroma and cup juicy sweet and lactic yogurty in structure with pleasingly tart acidity syrupy smooth mouthfeel crisply sweet finish consolidates to notes of chocolate fudge lily and oak
1018,rich deep sweetly earth toned pipe tobacco baking chocolate date pistachio jasmine in aroma and cup sweet structure with pert acidity full creamy mouthfeel pipe tobacco and cashew complicate the chocolaty finish
1019,a friendly accessible natural processed ethiopia cup crisply sweet deeply chocolaty with hints of spicy florals throughout
1020,rich toned deeply floral wisteria cocoa nib apricot maple syrup pink grapefruit zest in aroma and cup balanced sweet structure with juicy but elegant acidity plush satiny mouthfeel the finish is all flowers supported by deep cocoa notes
1021,balanced chocolaty nut toned baking chocolate hazelnut butter date orange zest cedar in aroma and cup sweet in structure with bright acidity crisp velvety mouthfeel the nut toned finish is long and very sweet
1022,richly spice toned fruit forward goji berry amber dried ginger cashew freesia like flowers in aroma and cup sweet in structure with high toned acidity plush syrupy mouthfeel the flavor saturated finish consolidates to notes of goji berry and amber
1023,deep toned richly sweet savory pomegranate toffee shiitake mushroom dark chocolate marjoram in aroma and cup sweetly savory structure with balanced bright acidity plush syrupy mouthfeel the resonant finish consolidates to notes of pomegranate and dark chocolate with a hint of shiitake mushroom
1024,gently sweet tart citrus toned cocoa nib tangerine lilac mango cedar in aroma and cup richly sweet structure with brisk acidity full syrupy mouthfeel the quietly tart finish consolidates to cocoa toned mango and cedar
1025,deep toned richly sweet dark chocolate toffee dried persimmon hazelnut cedar in aroma and cup sweet structure with gentle acidity full syrupy smooth mouthfeel chocolaty finish with undertones of rich cedar
1026,richly fruit saturated balanced juicy black cherry bourbon barrel cocoa nib wisteria candycap mushroom in aroma and small cup deep sweet savory structure with high toned malic acidity plush syrupy mouthfeel resonant long flavor laden finish that fulfills the promise of the cup
1027,ultra high toned fruit driven richly floral wisteria dried nectarine pistachio brittle calamansi lime tarragon in aroma and cup deeply sweet structure with resoundingly bright lively acidity delicately silky viscous mouthfeel long floral toned finish supported by bittersweet citrus
1028,richly sweet savory complex layered dark chocolate lilac candycap mushroom cedar black cherry in aroma and cup sweetly tart structure with bright juicy acidity very full creamy mouthfeel the resonant finish consolidates to notes of cocoa toned lilac and black cherry
1029,richly sweet deeply layered lychee tangerine zest mesquite star jasmine agave syrup in aroma and cup sweet tart structure with vibrantly bright acidity very full syrupy mouthfeel the finish consolidates to notes of agave syrup and mesquite
1030,complex high toned resiny malt amber pomelo baking chocolate date in aroma and cup brightly bittersweet structure with juicy acidity plush satiny mouthfeel perfumed finish with leading notes of amber and pomelo
1031,balanced delicately fruit toned dried apricot caramel coriander oak milk chocolate in aroma and cup sweet toned structure with gently brisk acidity plush syrupy mouthfeel the finish centers around notes of caramel toned apricot with chocolate undertones
1032,crisply sweet tart cocoa toned cocoa nib pomegranate freesia almond butter orange zest in aroma and cup sweet tart structure with brisk acidity lightly satiny mouthfeel cocoa and nut toned finish with undertones of orange zest
1033,chocolaty crisply sweet baking chocolate date hazelnut magnolia a hint of marjoram in aroma and cup sweet structure with gentle round acidity plush syrupy mouthfeel crisp chocolaty finish
1034,roast rounded chocolaty fruit forward scorched cedar nutella molasses dried plum magnolia in aroma and cup sweet structure with very gentle acidity plush creamy mouthfeel the finish consolidates around nutella and magnolia with a hint of smoke
1035,spice toned floral lavender almond apricot fresh cut fir brown sugar in aroma and cup crisply sweet structure with brisk acidity velvety mouthfeel wood framed finish with undertones of lavender and almond
1036,delicately aromatic complex citrusy bergamot candied violet cocoa nib honeysuckle pineapple taffy in aroma and cup richly bittersweet structure with bright acidity plush syrupy mouthfeel resonant long flavor laden finish that carries through on the promise of the cup
1037,deeply aromatic richly nuanced dried mulberry dark chocolate hazelnut brittle wisteria meyer lemon zest in aroma and cup sweet tart structure with bright juicy acidity syrupy smooth mouthfeel cocoa and floral toned finish with undertones of hazelnut and meyer lemon zest
1038,vibrantly sweet gently fermenty lime zest tea rose cocoa nib sandalwood a hint of aged tequila in aroma and cup brightly sweet with high toned acidity plush syrupy mouthfeel in the finish crisp cocoa nib balances the fruit
1039,juicy bright delicate balanced apricot dark chocolate lilac maple syrup almond butter in aroma and cup crisply sweet tart with crisp citrusy acidity vibrantly silky mouthfeel chocolaty fruit toned finish with hints of lilac
1040,richly fruit forward deeply chocolaty dried mango chocolate fudge wisteria cedar pistachio in aroma and cup in aroma and cup sweetly tart structure with winy acidity plush syrupy mouthfeel the rich toned finish consolidates to notes of dried mango chocolate fudge and cedar
1041,complex richly sweet tart nectarine meyer lemon zest cocoa nib nougat lilac in aroma and cup sweet tart structure with juicy balanced acidity delicate satiny smooth mouthfeel the finish consolidates to notes of cocoa nib and meyer lemon
1042,nuanced multi layered complex red currant honeysuckle pomegranate cocoa nib cedar in aroma and cup sweet tart structure with bright vibrant acidity plush syrupy smooth mouthfeel the flavor saturated finish consolidates to notes of red currant and cocoa nib with undertones of cedar
1043,pungent sweetly tart fruity sweet tarts candy hazelnut brittle agave syrup dried fennel lily in aroma and cup tart leaning structure with gentle acidity very full creamy mouthfeel finish consolidates to notes of fennel and hazelnut
1044,savory sweet deep toned juicy concord grape mustard flower dark chocolate tangerine zest cedar in aroma and cup savory leaning structure with cola like phosphoric acidity viscous satiny mouthfeel flavor saturated finish long chocolate laden fruity and spice toned
1045,fresh integrated deep toned caramelized mango ginger blossom cashew butter lemon thyme palo santo in aroma and cup sweet structure with gently bright acidity full syrupy mouthfeel the resonant satisfying finish leads with notes of mango and ginger blossom with undertones of palo santo
1046,richly chocolaty floral toned chocolate fudge dried black cherry roasted almond butter narcissus marjoram in aroma and cup deeply sweet structure with gentle but harmonious acidity creamy viscous mouthfeel chocolaty and richly floral finish long and lingering
1047,deeply fruit toned balanced and deep dark chocolate goji berry gardenia hazelnut butter fresh cut cedar in aroma and cup richly sweet structure with gentle balanced acidity crisp syrupy mouthfeel resonantly chocolaty finish with undertones of goji berry and hazelnut
1048,decadently rich resonantly chocolaty floral toned chocolate fudge salted caramel gardenia date scorched almond in aroma and cup vibrantly bittersweet structure with round acidity lush creamy mouthfeel chocolaty and nut toned finish with a hint of smokiness
1049,deeply sweet savory pipe tobacco scorched clove dark chocolate ripe banana a hint of freesia like flowers in aroma and cup balanced bittersweet structure with soft acidity very full syrupy smooth mouthfeel savory leaning finish with notes of pipe tobacco and scorched clove lifted by a crisp dark chocolate
1050,crisply chocolaty floral toned nectarine brown sugar wisteria baking chocolate fresh cut oak in aroma and cup complex bittersweet structure with quiet acidity very full syrupy smooth mouthfeel baking chocolate and oak notes characterize the long finish with pretty hints of wisteria underneath
1051,rich toned deeply sweet dark chocolate date singed cedar bing cherry saltwater taffy deepy sweet structure with gentle acidity viscous smooth mouthfeel the finish consolidates to dark chocolate and saltwater taffy
1052,balanced deep chocolaty lavender red currant gently scorched cedar baking chocolate meyer lemon zest in aroma and cup roundly sweet tart structure with bright balanced acidity crisp velvety mouthfeel almond notes surface in the sweetly roast toned finish
1053,crisply sweet savory dark chocolate charred mesquite gardenia dried persimmon dark caramel in aroma and cup bittersweet structure with barely perceptible acidity gently drying chocolaty and wood framed finish
1054,earthy bittersweet fresh cut oak cocoa powder fresh leather sweet pea lily in aroma and cup bittersweet structure with barely perceptible acidity very full creamy mouthfeel wood framed finish with hints of dark chocolate and fresh leather
1055,richly sweet tart delicately fruit toned wild strawberry honey freesia cedar marjoram in aroma and cup sweetly tart structure with juicy gently bright acidity full satiny smooth mouthfeel the resonant finish leads with notes of honey toned strawberry and marjoram
1056,gently sweet tart complexly layered dried blackberry honeysuckle hazelnut butter cocoa nib a hint of wine barrel in aroma and cup sweetly tart structure with winey acidity full syrupy smooth mouthfeel finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry
1057,delicate vibrantly floral citrusy bergamot wisteria almond brittle thyme cane sugar in aroma and cup bright balanced structure with elegantly juicy acidity buoyant silky mouthfeel flavor saturated very long finish
1058,complex multi layered deeply sweet dark chocolate date butterscotch ginger blossom marjoram in aroma and cup sweetly tart structure with high toned acidity syrupy mouthfeel the resonant finish centers around notes of date and dark chocolate
1059,delicately fruity sweetly herbaceous lemon thyme dried apricot hazelnut butter fresh cut oak cocoa nib in aroma and cup gently tart with wine toned acidity full syrupy mouthfeel the finish consolidates to notes of cocoa toned lemon thyme
1060,deep rich chocolaty chocolate fudge roasted almond fig newton cedar gardenia in aroma and cup sweet toned with gentle round acidity plush creamy mouthfeel nutty chocolaty finish
1061,deeply sweet savory spice toned watermelon sassafras clove and
1062,sweetly nut toned hazelnut butter red apple lemon verbena cedar agave syrup in aroma and cup sweet structure with gently brisk acidity very full satiny mouthfeel the nut toned finish is supported by suggestions of lemon verbena and cedar
1063,richly aromatic deep toned vibrant red currant toffee hazelnut freesia fresh cut oak in aroma and cup juicy sweet structure with bright acidity plush syrupy mouthfeel the resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia
1064,sweet savory richly aromatic dried apricot young goat cheese dark chocolate lemon thyme sandalwood in aroma and cup savory leaning structure with sweet tart acidity syrupy smooth mouthfeel fruit toned chocolaty tangy finish
1065,richly floral toned elegant complex star jasmine tangerine zest violet candy cocoa nib apricot in aroma and cup very bright juicy delicately sweet tart structure with high toned acidity lush silky mouthfeel the long resonant lingering finish carries over all the notes from the cup
1066,sweetly herbaceous deeply aromatic rich toned dark chocolate tangerine fresh cut thyme dried plum magnolia in aroma and cup sweet savory structure with balanced gently vibrant acidity very smooth syrupy mouthfeel especially long flavor saturated finish that carries over all the aroma and flavor notes from the cup
1067,evaluated as espresso deep toned chocolaty and rich chocolate fudge black cherry gardenia hop flowers gently scorched cedar in aroma and small cup creamy viscous mouthfeel chocolaty aromatic finish with rich cedar notes decadently dessert like in cappuccino scaled milk with notes of chocolate fudge black cherry and gardenia all enveloped in an appealing very subtle smokiness
1068,crisp balanced very sweet aromatic orchid apricot almond cocoa nib lemon verbena in aroma and cup sweet toned structure with brisk acidity very syrupy mouthfeel nut and cocoa toned finish with undertones of apricot and lemon verbena
1069,richly sweet savory subtly complex bing cherry cocoa nib meyer lemon zest fresh cut fir nutella in aroma and cup balanced sweetly savory structure with juicy bright acidity crisp velvety mouthfeel the finish consolidates to notes of crisp citrus and sweet nutella notes
1070,elegantly fruit toned juicy and bright lychee cocoa nib freesia cedar almond brittle in aroma and cup sweetly tart structure with high toned acidity plush syrupy mouthfeel resonant long flavor saturated finish
1071,tropical fruit toned juicy and bright lychee mango almond butter osmanthus oak in aroma and cup sweet in structure with winey acidity crisp syrupy mouthfeel fruit driven finish supported by notes of almond and oak
1072,richly floral resonantly fruit toned apricot blossom bing cherry amber cocoa nib black sage in aroma and cup sweetly tart structure with gently bright floral driven acidity buoyant silky mouthfeel the finish centers around notes of bing cherry apricot blossom and amber
1073,deeply sweet fruit toned lively black cherry dark chocolate marshmallow macadamia nut pink grapefruit zest in aroma and cup sweet structure with bright juicy acidity full creamy smooth mouthfeel the cleanly fruit toned finish is supported by notes of macadamia nut and dark chocolate
1074,deeply sweet savory blackberry hop flowers sandalwood cocoa nib a hint of lemon verbena in aroma and cup sweet savory structure with gentle round acidity full syrupy mouthfeel cocoa toned sandalwood and blackberry notes characterize the resonant finish
1075,juicy sweet gently fermenty raspberry thyme dark chocolate wine barrel in aroma and cup rich sweet structure with buoyant acidity satiny viscous mouthfeel deeply chocolaty and fruit toned finish
1076,complex multi layered deeply sweet tart lilac cocoa nib peach amber pistachio in aroma and cup sweetly tart structure with bright juicy acidity plush syrupy mouthfeel the resonant flavor saturated finish leads with notes of lilac and peach balanced by suggestions of crisp cocoa
1077,floral driven crisply cocoa toned baking chocolate magnolia golden raisin almond brittle cedar in aroma and cup sweet structure with brisk acidity syrupy smooth mouthfeel baking chocolate and magnolia carry the finish with undertones of fresh cut cedar
1078,crisply chocolaty nut toned baking chocolate pink grapefruit zest hazelnut brittle thyme agave syrup in aroma and cup bittersweet structure with brisk acidity smooth satiny mouthfeel quiet nut driven finish with hints of baking chocolate
1079,bright richly sweet tart fruit toned pomegranate dark chocolate lilac almond amber in aroma and small cup bright structure with juicy vibrant acidity plush creamy mouthfeel sweetly tart finish with leading notes of pomegranate and almond crisply chocolaty floral finish
1080,crisply sweet savory date magnolia tamarind cedar brown sugar in aroma and cup richly bittersweet structure with lively acidity crisp velvety mouthfeel sweetly tart finish leads with tamarind notes supported by suggestions of rich cedar
1081,a balanced honey processed cup that leads with stone fruit and vanilla like floral notes sweet tart and especially aromatic
1082,delicately fruit forward crisply chocolaty date baking chocolate hazelnut tangerine zest cane sugar in aroma and cup sweet toned structure with gentle round acidity plush syrupy smooth mouthfeel understated balance nut and chocolate toned finish
1083,fruit toned deeply floral raspberry wisteria honey pink peppercorn dark chocolate in aroma and cup sweetly tart structure with crisp juicy acidity full satiny smooth mouthfeel the finish is driven by notes of raspberry and dark chocolate
1084,caramel apple chrysanthemum lemon verbena cedar almond butter in aroma and cup sweetly bright structure with delicately juicy acidity gently buoyant mouthfeel the roundly sweet finish leads with notes of caramel apple and chrysanthemum
1085,sweetly and deeply bright dried cherry dark chocolate magnolia cedar marjoram in aroma and cup sweetly savory structure with delicate deep toned acidity silky smooth mouthfeel simple clean finish chocolaty and sweet
1086,richly fruit toned date honey hazelnut butter magnolia hint of whiskey barrel in aroma and cup sweet toned structure with brisk acidity full buttery mouthfeel long resonant balanced finish centered around notes of date magnolia and hazelnut
1087,richly fruit and spice toned dried elderberry clove agave syrup marjoram sandalwood in aroma and cup sweet savory structure with vibrant acidity syrupy smooth mouthfeel the resonant finish leads with notes of elderberry and sandalwood
1088,complex nuanced high toned wild raspberry honeysuckle cocoa nib tangerine zest honey in aroma and cup sweetly tart with juicy bright acidity full satiny smooth mouthfeel the inviting finish leads with notes of cocoa nib and honey
1089,crisply chocolaty richly nut toned baking chocolate almond butter plum cedar maple syrup in aroma and cup sweet structure with juicy acidity velvety mouthfeel the flavorful finish leads with notes of baking chocolate and almond with hints of plum
1090,fruit toned delicately floral magnolia plum almond cedar cane sugar in aroma and cup crisply sweet structure with brisk acidity silky mouthfeel wood framed finish with undertones of almond and cane sugar
1091,gently sweet tart pomegranate orange zest agave syrup fir lily in aroma and cup tart structure with brisk acidity velvety mouthfeel gently drying wood framed finish
1092,gently sweet tart fruit toned dried plum cocoa nib fresh cut oak lemon verbena freesia like flowers in aroma and cup delicately tart structure with brisk acidity crisp satiny mouthfeel cocoa and cedar notes lead the quiet finish
1093,crisply chocolaty deeply sweet baking chocolate cashew caramel fresh cut fir oregano in aroma and cup sweet toned structure with gentle round acidity full syrupy mouthfeel gently drying finish with notes of crisp chocolate and cashew
1094,deeply fruity richly chocolaty grape candy chocolate fudge magnolia walnut butter agave syrup in aroma and cup crisply sweet taert structure with brisk acidity plush syrupy mouthfeel quietly fruit toned chocolaty finish
1095,spice toned balanced crisply sweet baking spices caramel lily almond orange zest in aroma and cup crisp sweet structure with bright acidity smooth satiny mouthfeel almond notes lead in the finish supported by caramel and orange zest
1096,evaluated as espresso sweetly tart juicy bright green apple sandalwood dark chocolate almond brittle pink grapefruit zest in aroma and small cup syrupy viscous mouthfeel crisply fruit toned finish elegant and deep in three parts milk with fruit dark chocolate and aromatic wood in harmony
1097,richly sweet deeply savory lilac black currant lime zest tamarind cedar in aroma and cup balanced structure with lively acidity plush syrupy smooth mouthfeel the finish leads with lilac and black currant in the short lime zest and cedar carry the long
1098,evaluated as espresso richly sweet tart high toned deeply aromatic dried pomegranate honeysuckle dark chocolate amber pink grapefruit zest in aroma and small cup plush voluptuous mouthfeel resonant flavor laden finish superb in cappuccino scaled milk chocolaty and floral toned
1099,berry driven complexly sweet savory mulberry praline cocoa nib lilac tangerine zest in aroma and cup brightly sweet savory structure with juicy vibrant acidity full syrupy smooth mouthfeel resonant lingering berry toned finish chocolaty and floral
1100,crisply sweet tart passion fruit lemon verbena cocoa nib freesia cedar in aroma and cup gently tart structure with sweet high toned acidity very smooth satiny mouthfeel cocoa toned finish supported by notes of lemon verbena and freesia
1101,gently fruit forward sweetly savory dark chocolate raspberry coulis star jasmine cedar tangerine zest sweet savory structure with fruity bright acidity plush syrupy mouthfeel chocolaty and fruit driven in the finish with support from notes of bittersweet citrus
1102,delicate richly floral toned lavender blood orange cocoa nib almond butter sandalwood in aroma and cup balanced structure with fine floral toned acidity silky smooth vibrant mouthfeel the long sweet finish centers around notes of cocoa nib lavender and blood orange
1103,richly aromatic deeply fruit toned raspberry jam almond nougat lemon balm cocoa nib cedar in aroma and cup gently tart structure with pert acidity plush satiny mouthfeel crisp fruity cocoa toned finish
1104,evaluated as espresso delicately berry toned richly sweet blackberry coulis cocoa nib agave syrup fresh cut cedar macadamia nut in aroma and small cup silky viscous mouthfeel the finish leads with notes of agave syrup and macadamia nut especially pretty in cappuccino format where berry and cocoa notes balance rich aromatic cedar
1105,evaluated as espresso aromatically intense sweet tart savory concord grape lychee dark chocolate aloewood oregano in aroma and cup creamy smooth mouthfeel savory herbaceous chocolaty finish in three parts milk savory notes usurp sweet with inviting aloewood and oregano notes supported by dark chocolate and lychee undertones
1106,evaluated as espresso brightly fruit toned deeply chocolaty with savory undertones rambutan sandalwood kumquat dark chocolate freesia in aroma and small cup crisp satiny mouthfeel especially long flavor laden finish in three parts milk sandalwood notes frame the dark chocolate and tropical fruit throughlines
1107,evaluated as espresso winey and musky richly chocolaty dark chocolate red wine barrel musk black sage toasted walnut in aroma and small cup
1108,evaluated as espresso extremely sweet intentionally fermenty wine like aroma red wine salted caramel gardenia pomelo hazelnut brittle in aroma and small cup plush syrupy mouthfeel crisply nut toned and caramelly finish in milk this coffee is dessert like in its impossibly deep sweetness
1109,evaluated as espresso complex richly tart sweetly herbaceous watermelon candy sassafras star jasmine dark chocolate hint of eucalyptus in aroma and small cup viscous syrupy mouthfeel crisp sweetly herbal finish in cappuccino format balanced bright deep juicy and chocolaty
1110,evaluated as espresso juicy richly aromatic sweetly tart dark chocolate pomegranate sandalwood lilac blood orange zest in aroma and small cup syrupy smooth mouthfeel long flavor saturated finish high toned and chocolaty in three parts milk supported by elegant floral and rich aromatic wood notes
1111,evaluated as espresso richly chocolaty sweetly nutty subtly fruity nutella dried red currant magnolia pink grapefruit zest rosewood in aroma and small cup crisp syrupy mouthfeel the dessert like finish centers around notes of nutella and magnolia in three parts milk plush flavor saturated and lingering
1112,richly sweet savory fruit forward juicy dried pineapple dark chocolate wine barrel magnolia hop flowers in aroma and cup richly sweet savory structure with high toned acidity plush viscous mouthfeel the fruit driven finish is complicated by notes of wine barrel and magnolia
1113,juicy balanced bright bing cherry wisteria cocoa nib blood orange marjoram in aroma and cup sweetly tart with citrusy acidity plush syrupy mouthfeel the crisply sweet finish centers around notes of cherry and cocoa nib
1114,fruit forward elegantly bright lychee passionfruit cashew butter sandalwood bergamot in aroma and cup sweetly tart with vibrant acidity crisp syrupy mouthfeel fruit toned finish with undertones of cashew butter and sandalwood
1115,delicate richly aromatic floral toned narcissus apricot almond meyer lemon zest fresh cut oak in aroma and cup sweetly tart structure with juicy bright acidity vibrantly silky mouthfeel the long finish centers around notes of narcissus and almond
1116,crisply sweet deeply spice toned cinnamon date raspberry baking chocolate amber in aroma and cup sweet structure with gently brisk acidity full satiny smooth mouthfeel the finish consolidates to notes of date and cinnamon with undertones of amber
1117,sweetly tart juicy and vibrant pink grapefruit nectarine cocoa nib lavender cedar in aroma and cup high toned structure with sweet lively acidity full syrupy mouthfeel the resonant finish consolidates to notes of cocoa toned fruit supported by cedar
1118,crisply sweet fruit forward blueberry baking chocolate fresh cut fir cashew magnolia in aroma and cup sweet toned with gentle acidity delicate satiny mouthfeel the quiet finish centers around notes of blueberry and fir
1119,high toned delicate confident star jasmine cocoa nib blood orange black sage sandalwood in aroma and cup sweet toned structure with poised and elegantly bright acidity very smooth silky mouthfeel sandalwood notes contribute resonance to the floral toned finish
1120,sweet toned richly aromatic red currant honey narcissus cedar lavender in aroma and cup sweetly tart with bright juicy acidity syrupy smooth mouthfeel the short finish consolidates to notes of red currant and honey carrying far into the long
1121,sweetly pungent with savory undertones lychee marjoram cocoa nib freesia like flowers roasted almond in aroma and cup crisply sweet structure with juicy acidity smooth satiny mouthfeel nutty sweetly herbaceous finish
1122,high toned floral nectarine lilac cocoa nib pistachio brittle cedar in aroma and cup sweet structure with bright juicy acidity silky smooth mouthfeel the cocoa toned finish is complicated by hints of lilac and cedar
1123,crisply sweet and inviting caramel pear baking chocolate fir mustard flower in aroma and cup sweet savory structure with gentle acidity satiny mouthfeel notes of caramel and pear lead the finish with undertones of baking chocolate
1124,crisply chocolaty deep toned baking chocolate almond lily candy apple fir in aroma and cup sweet structure with gently round acidity full crisply syrupy mouthfeel gently drying quite chocolaty finish
1125,balanced sweetly savory wisteria black currant lime zest tamarind cedar in aroma and cup sweet savory structure with bight juicy acidity full syrupy smooth mouthfeel the finish leads with notes of tamarind supported by lime zest and cedar
1126,vibrantly fruit toned intensely sweet tart mango cocoa nib agave syrup lemon thyme magnolia in aroma and cup sweet tart structure with perky acidity plush syrupy mouthfeel crisp fruit forward finish with undertones of agave syrup and lemon thyme
1127,fruit centered sweetly herbaceous bing cherry marjoram honeysuckle salted caramel fresh cut oak in aroma and cup sweetly tart with brisk acidity full syrupy smooth mouthfeel the crisply sweet finish consolidates around notes of honeysuckle and oak
1128,deeply and richly sweet chocolaty dried blueberry chocolate fudge gardenia cedar hazelnut in aroma and cup sweet toned structure with round fruity acidity full creamy mouthfeel
1129,fruity spice toned sweetly fermenty cherry liqueur tiramisu gardenia tangerine zest sage in aroma and cup richly sweet structure with winey acidity plush creamy mouthfeel resonant finish driven by notes of cherry liqueur and gardenia with undertones of sage
1130,elegantly bright richly sweet apricot bergamot cocoa nib sandalwood star jasmine in aroma and cup balanced structure with high toned acidity silky viscous mouthfeel long lingering finish centers around notes of cocoa nib and apricot with a shimmer of star jasmine
1131,evaluated as espresso produced as a ristretto ml ounce shot using a nespresso capsule espresso brewer with whole milk heated using a conventional steam wand crisply sweet floral toned lilac plum almond cocoa nib lemon verbena in aroma and small cup silky smooth mouthfeel crisp finish with notes of cocoa nib and lemon verbena in cappuccino format cocoa notes are further elevated and sweet herb notes provide bright ballast
1132,deeply sweet savory unusual caramel goat milk yogurt raspberry cedar sage in aroma and cup richly bittersweet in structure with bright acidity syrupy mouthfeel savory leaning finish with undertones of caramel and sage
1133,evaluated as espresso richly aromatic fruity spice toned baking spices pineapple dark chocolate cedar apple cider in aroma and small cup crisp velvety mouthfeel spice toned fruity finish in three parts milk suggests a pineapple milkshake
1134,high toned richly sweet and deep nectarine cherry blossom hazelnut lemon thyme dark chocolate in aroma and cup sweet structure with bright juicy acidity crisp mouthfeel long flavor laden finish that carries forward all the aroma and flavor notes from the cup
1135,sweetly savory fruit driven candy apple lime zest baking chocolate cedar narcissus in aroma and cup bittersweet structure with brisk acidity crisp satiny mouthfeel finish consolidates to notes of chocolate and citrus
1136,delicate balanced sweet toned baking chocolate pear almond fresh cut oak agave syrup in aroma and cup brisk acidity velvety smooth mouthfeel sweetly nutty finish supported by notes of agave and oak
1137,juicy bright fruit and floral toned savory edged shitake mushroom dark chocolate grape candy wisteria amber in aroma and cup sweet tart structure with cola like acidity plush syrupy mouthfeel long lingering flavor saturated finish
1138,gently fruit forward raspberry honey almond butter magnolia grapefruit zest in aroma and cup sweet toned structure with brisk acidity plush syrupy mouthfeel the sweet toned finish centers around notes of raspberry magnolia and honey
1139,deep toned intricately balanced dried mulberry dark chocolate magnolia sandalwood pink peppercorn in aroma and small cup juicy sweet structure with high toned acidity very full syrupy mouthfeel the resonant finish consolidates to notes of dried mulberry and pink peppercorn
1140,evaluated as espresso chocolaty roast rounded cocoa powder date salted caramel gardenia fresh cut fir in aroma and small cup crisp velvety mouthfeel sweet chocolaty and wood framed finish in three parts milk both chocolate and floral notes bloom with undertones of date and gardenia
1141,sweetly nut toned cashew caramel cedar orange zest lily in aroma and cup sweet structure with brisk acidity lightly satiny mouthfeel the finish centers around notes of cashew and cedar with caramel undertones
1142,elegant delicately aromatic floral honeysuckle cocoa nib pink peppercorn red plum pomelo in aroma and cup sweetly tart with juicy balanced acidity plush syrupy smooth mouthfeel floral and cocoa toned finish
1143,richly chocolaty sweetly tart nectarine dark chocolate lemon verbena lavender fresh cut oak in aroma and cup sweet structure with high toned acidity very full satiny smooth mouthfeel crisply sweet chocolaty finish with undertones of lemon verbena and a hint of lavender
1144,juicy richly floral toned lilac cocoa nib pink grapefruit zest almond butter fresh cut oak in aroma and cup sweet tart structure with bright juicy acidity crisply satiny mouthfeel the engaging finish leads with notes of lilac and pink grapefruit zest rounding to almond butter and oak in the long
1145,deeply fruit toned richly chocolaty dried apricot dark chocolate narcissus cedar almond in aroma and cup in aroma and cup sweetly tart structure with brisk acidity full syrupy mouthfeel the crisp finish consolidates to notes of dried apricot dark chocolate and cedar
1146,crisply tart sweetly herbaceous tangerine thyme tea rose fresh cut oak baking chocolate in aroma and cup sweet tart structure with brisk acidity satiny smooth mouthfeel the citrusy finish leads with notes of tangerine and tea rose
1147,richly floral fruit toned balanced passion fruit pink peppercorn star jasmine cocoa nib sandalwood in aroma and cup sweetly tart structure with vibrant acidity syrupy viscous mouthfeel the spicy floral finish leads with notes of star jasmine and cocoa nib
1148,citrusy sweet richly cocoa toned tangerine cocoa nib marjoram narcissus fresh cut cedar in aroma and cup sweetly tart structure with bright balanced acidity silky smooth mouthfeel finish consolidates to pretty notes of cocoa nib and tangerine
1149,suavely bright quietly lively balanced tangerine hazelnut cedar cashew floral vanilla in aroma and cup sweetly tart in structure roundly bright acidity plush buoyant mouthfeel impressive finish deep layered vanilla with cedar and tangerine back notes
1150,richly spice and fruit toned nectarine clove narcissus cocoa nib cedar in aroma and cup brightly sweet structure with vibrant juicy acidity full syrupy smooth mouthfeel the balanced finish leads with notes of cocoa nib and nectarine supported by clove cedar and a hint of narcissus
1151,gently fruit toned complex multi layered wild strawberry honey sandalwood jasmine fresh leather in aroma and cup sweetly tart structure with balanced juicy acidity very full syrupy mouthfeel the crisp finish centers on notes of strawberry and sandalwood with honey undertones
1152,chocolaty deep toned baking chocolate date cedar narcissus almond in aroma and cup sweet structure with brisk acidity velvety mouthfeel the finish consolidates to notes of baking chocolate and cedar
1153,richly sweet floral and fruit toned apricot star jasmine almond nougat lemon balm sandalwood in aroma and cup sweetly tart structure with delicately bright acidity plush syrupy mouthfeel long lingering flavor laden finish
1154,delicately bright resonantly floral narcissus cardamom honey bergamot marjoram in aroma and cup balanced sweetly tart structure with vibrant acidity lively silky mouthfeel the long flavor laden finish leads with notes of bittersweet citrus and narcissus in the short cardamom and honey resurface in the long
1155,high toned balanced deeply sweet pomelo jasmine cocoa nib amber agave syrup in aroma and cup brightly sweet structure with juicy acidity syrupy smooth mouthfeel the crisply cocoa toned finish is supported by pomelo and jasmine
1156,bittersweet cleanly fruit toned dark chocolate raspberry lime zest hazelnut butter rhododendron in aroma and cup deeply sweet structure with juicy bright acidity lightly satiny mouthfeel the finish is carried by notes of dark chocolate and raspberry
1157,richly aromatic complex star jasmine cocoa nib bergamot apricot sandalwood in aroma and cup delicately bright structure with vibrantly juicy acidity silky viscous mouthfeel resonant long flavor laden finish with notes of star jasmine and cocoa nib supported by apricot undertones
1158,rich toned chocolaty baking chocolate cashew butter date magnolia orange zest in aroma and cup sweet toned with gentle round acidity very full creamy mouthfeel finish consolidates to notes of crisp baking chocolate and cashew
1159,evaluated as espresso caramel almond butter yellow plum orange zest cedar in aroma and small cup crisp satiny mouthfeel richly nut driven finish in three parts milk almond and caramel tones commingle supported by plum and cedar
1160,deep toned complexly layered vibrantly aromatic black cherry honeysuckle cocoa nib sugar cane lemon balm in aroma and cup richly bittersweet structure with tart juicy acidity crisp satiny mouthfeel very long nuanced resonant finish
